Continent,Union,Country,Name,Lift Operator,Phone,Email,no. of lift,Longitude,Latitude,WixID
Europe,,Switzerland,Vercorin,Télécabine de Vercorin SA,"""+41274522900""",contact@vercorin.ch,10,7.530556,46.257222,f650ae9e-4072-41fb-a61c-f0e75e643e53
Europe,EU,France,Larcenaire �E��E Bussang,Station de Ski de Larcenaire,"""+33329615457""",contact@tourisme-bussang.com,4,6.862788,47.901578,d4d66ed9-c12e-4dfe-b6c1-d25b05a6d171
Europe,,Macedonia,Ponikva,Ponikva,,contact@techko.net,2,22.3546395,42.0315692,93b63fde-b904-4e23-9172-a63e0970414b
Europe,EU,Romania,Suior,Turist Suior Ski,"""+40262262080""",contact@suior.ro,1,23.8274791,47.6551477,50f23a2e-9bf1-4e97-b901-3713eb149ab7
Europe,EU,France,Mont Ventoux Sud,Office de Tourisme de Bedoin,"""+33490656395""",contact@stationventouxsud.com,2,5.2786797,44.1740851,e70c6bac-2736-4507-bd7b-0e9a80ffa3da
Europe,EU,France,Les Gentianes �E��E Morbier,Office de tourisme Haut-Jura Morez,"""+33384330873""",contact@station-lesgentianes.com,5,6.024489,46.5629967,0d2bc94f-65b4-4af3-a102-483af9675276
Europe,EU,France,Bourg d'Oueil,Station Bourg d'Oueil,"""+33561797547""",contact@stationdebourgdoueil.fr,3,0.49881,42.85939,c6670c16-efc0-44ae-beb9-83e75e875020
Europe,EU,France,Amnéville-Les-Thermes �E��E Snowhall (indoor ski area),Snowhall Amnéville,"""+33387151515""",contact@snowhall-amneville.fr,1,6.1267484,49.2470176,752f84fd-7a59-4ffc-93d6-0c1e13f4b9ef
Europe,EU,France,Métabief,Société des remontées mécaniques,"""+33381492000""",contact@smmo-metabief.com,28,6.350552,46.773705,426aa4f8-377e-466f-bdd1-71cae84e0c95
North America,,Canada,Duck Mountain �E��E Kamsack,Duck Mountain Ski Area,"""+13065424111""",contact@skitheduck.com,2,-101.8870876,51.5654703,6872672a-e165-43c3-b580-86199854e7c1
North America,,Canada,Le Relais �E��E Lac Beauport,Le Relais Ski Center,"""+14188491851""",contact@skirelais.com,5,-71.2990775,46.9413789,2c74f709-69e0-425c-8a20-730ec5627eca
Europe,EU,France,Megève,Remontées Mécaniques de Megève,"""+33450215710""",contact@ski.megeve.com,80,6.61775,45.856876,7a44d41a-ed2d-4157-9481-60e0d1226886
Europe,EU,France,Saint-Gervais,Remontées Mécaniques de Megève,"""+33450215710""",contact@ski.megeve.com,80,6.712187,45.892013,66f28217-9436-4590-a5e6-f322f8825293
Europe,EU,France,Chantemerle,Serre Chevalier Domaine Skiable,"""+33492255500""",contact@serre-chevalier.com,57,3.659134,48.612894,d93d2776-8bdd-43d5-afdf-6f154c5c787b
Europe,EU,France,Le Monêtier-les-Bains,Serre Chevalier Domaine Skiable,"""+33492255500""",contact@serre-chevalier.com,57,6.507839,44.976254,1f8d762e-e442-428f-a4d3-378dacc39930
Europe,EU,France,Serre Chevalier �E��E Briançon,Serre Chevalier Domaine Skiable,"""+33492255500""",contact@serre-chevalier.com,57,6.6300699,44.8967565,dc4c615e-9fb2-4d54-bcae-ee7dcc2fb23a
Europe,EU,France,Villeneuve-la-Salle,Serre Chevalier Domaine Skiable,"""+33492255500""",contact@serre-chevalier.com,57,6.5540992,44.9480524,b5c71c29-4bb4-4152-a361-685bf593c469
Europe,EU,France,Col du Barioz,Ski Club du Barioz,"""+33476710975""",contact@scbarioz.net,3,6.026989,45.331421,d4192904-0eb3-4b5c-9977-86c624d9038b
Europe,EU,France,Porté Puymorens,Pyrénées Cerdagne,"""+33468041547""",contact@pyrenees-cerdagne.com,9,1.832127,42.548043,3935ee62-e824-4bfc-a0a9-a2153ad2c879
Europe,EU,France,Puyvalador Rieutord,RMSL Puyvalador,"""+33468044483""",contact@puyvalador.fr,9,2.078044,42.648984,4228c79c-2f3b-469d-bee2-470d08a57244
Europe,EU,France,Puigmal,Puigmal 2900,"""+33468047015""",contact@puigmal.fr,13,2.1162391,42.3824226,3811c149-dae7-4966-b5c7-c6a56debc177
Europe,EU,Romania,Piatra Neamt,Piatra Neamt,"""+400788145401""",contact@piatra-neamt.net,3,26.3779793,46.9299616,25c4d392-081d-44a1-b95a-c76e479491ed
Europe,EU,France,Barèges,N'PY Nouvelles Pyrénées,"""+33562977100""",contact@n-py.com,32,0.064521,42.896546,ebb9024b-51dd-40ee-814c-4079a2866526
Europe,EU,France,Grand Tourmalet,N'PY Nouvelles Pyrénées,"""+33562977100""",contact@n-py.com,32,0.1862736,42.9148946,0aba5a4a-c210-47af-825c-318add7a591f
Europe,EU,France,La Pierre Saint Martin,N'PY Nouvelles Pyrénées,"""+33562977100""",contact@n-py.com,10,-0.7468616,42.9779986,c940ed59-8d97-425f-8f9b-96a393519df0
Europe,EU,France,Luz Ardiden,N'PY Nouvelles Pyrénées,"""+33562977100""",contact@n-py.com,8,-0.002869,42.873542,6f8c1ffb-090f-4c93-b017-327bceae9d7a
Europe,EU,France,Pic du Midi �E��E La Mongie,N'PY Nouvelles Pyrénées,"""+33562977100""",contact@n-py.com,32,0.1410922,42.9368725,c567e6ca-fca3-402a-b377-d22b95a2ac1a
Europe,EU,France,Le Mourtis,Station du Mourtis,"""+33561794755""",contact@mourtis.fr,10,0.7684318,42.912469,ad5739fe-458d-4f01-97f0-1263aacc71e3
Europe,EU,France,Mézenc �E��E Les Estables,Office de Tourisme Mézenc-Loire Sauvage,"""+33471083108""",contact@mezencloiremeygal.com,8,4.190816,44.913477,b5feea64-9c5d-4976-8dfc-41c605959220
Europe,EU,France,Rochejean,Téléskis des Meix Loisirs,"""+33381499208""",contact@meix-loisirs.fr,3,6.293719,46.745707,d83c5379-7793-484b-9ffa-1dcf014010cf
Europe,EU,France,La Loge des Gardes,SARL Altinea,"""+33470564444""",contact@logedesgardes.com,3,3.798689,46.0047226,3f57aeb9-06d1-4080-ab67-5636dab146f9
Europe,EU,France,Le Tanet,Syndicat Mixte des Stations de la Vallée de Munster,"""+33389772652""",contact@letanet.fr,4,7.051852,48.08358,2812a1f3-f1c7-4856-a772-bbe17b223d1f
Europe,EU,France,La Giettaz,SEM du Jaillet,"""+33450586520""",contact@lesportesdumontblanc.fr,23,6.49526,45.862088,0ce58237-5e8d-4681-a370-5f85e09949f3
Europe,EU,France,Les Portes du Mont-Blanc �E��E Combloux,SEM du Jaillet,"""+33450586520""",contact@lesportesdumontblanc.fr,23,6.624431,45.893289,b99acdff-da43-4678-875e-32bc699d35f8
Europe,EU,France,Megève le Jaillet,SEM du Jaillet,"""+33450586520""",contact@lesportesdumontblanc.fr,23,6.600573,45.869855,6a6293ee-3a56-4b65-b435-ff5b8d0cd4b8
Europe,EU,Austria,Lengau,Hotel Lengauer Hof,"""+43654172550""",contact@lengauerhof.at,1,13.2180655,48.0050198,f80202ad-38b8-4528-81da-493d05487661
Europe,EU,France,Lac Blanc,Office de Tourisme du Lac Blanc,"""+33389782278""",contact@lac-blanc.com,9,6.8891002,45.9827404,15204d04-3a2c-4fec-92b0-a50fa94fc082
Europe,EU,France,La Schlucht,Agence LABELLEMONTAGNE,,contact@labellemontagne.com,2,7.0226071,48.063725,2f7c028a-ee48-4784-9b60-0f795b33297f
Europe,,Armenia,Jermuk,Jermuk Armenia,"""+3748721290""",contact@jermukarmenia.com,1,45.6727334,39.8172259,5bc18372-2829-4cca-8e4b-03602193bf08
Europe,EU,France,Le Frenz,Hautes Vosges d'Alsace,,contact@hautes-vosges-alsace.fr,4,6.946096,47.926533,f24274a4-de7c-4f43-9aa0-e1cfedea5570
Europe,EU,France,Guzet,Station de Ski Guzet,"""+33561960011""",contact@guzet.fr,15,1.300805,42.779369,d0f622a1-06e7-42cc-a0a1-d87f12a2cb3d
Europe,EU,France,Le Grand Massif �E��E Flaine,Grand Massif Domaine Skiable,"""+33450904000""",contact@grand-massif.com,68,6.6929908,46.0056216,f25e4c10-43e4-4969-b4c0-843148db71c2
Europe,EU,France,Les Carroz,Grand Massif Domaine Skiable,"""+33450904000""",contact@grand-massif.com,68,6.6378806,46.0256156,c80647a2-f827-4caf-8694-c82dcd64c33b
Europe,EU,France,Morillon,Grand Massif Domaine Skiable,"""+33450904000""",contact@grand-massif.com,68,6.676266,46.083484,239cf569-ca81-485e-a041-b9682c650b7e
Europe,EU,France,Samoëns,Grand Massif Domaine Skiable,"""+33450904000""",contact@grand-massif.com,68,6.728173,46.084044,5fc5a43d-afbf-4214-8d30-ec7e903c10ca
Europe,EU,France,Sixt,Grand Massif Domaine Skiable,"""+33450904000""",contact@grand-massif.com,68,7.21265,43.665272,8c131c31-281e-4841-bc00-f63288eb2039
Europe,EU,France,Le Gaschney �E��E Petit Hohneck,Gaschney360,"""+33389776154""",contact@gaschney360.fr,3,7.0333512,48.0356609,f2469cae-c551-41fe-af0c-21c74f4f0891
Europe,EU,France,La Quillane,Station de Ski La Quillane,"""+33468042225""",contact@capcir-pyrenees.com,5,2.114276,42.548766,e9dc10bc-b6dd-486f-9919-9705d838ec95
Europe,EU,France,Espace Cambre d'Aze �E��E Eyne,Accueil Station Espace Cambre d'Aze,"""+33468040801""",contact@cambre-d-aze.com,17,2.100942,42.4751108,5081ffab-bf70-4fae-9866-4b221af65b6a
Europe,EU,France,Saint-Pierre-dels-Forcats,Accueil Station Espace Cambre d'Aze,"""+33468040801""",contact@cambre-d-aze.com,17,2.119106,42.494723,b0fd1360-05e2-4545-be52-ef21d2142851
Europe,EU,France,Ax 3 Domaines �E��E Ax-les-Thermes,Station Ax 3 Domaines,"""+33561642006""",contact@ax-ski.com,18,1.8125228,42.6995437,1bcb3fc5-1e1e-4f68-99f2-6f8ce7bd74b0
Europe,EU,France,Ascou Pailhères,Station Ascou,"""+33561642886""",contact@ascou-ski.com,6,1.953965,42.730759,f97d0a08-748e-490a-a3be-2a4ce496b220
Europe,EU,France,Névache,Accueil Tourisme Névache Plampinet Vallée étroite,"""+33492200220""",contact@accueil-tourisme-nevache.com,2,6.604901,45.019215,b2b5b401-9152-4964-95ac-1b4202c58eed
Europe,EU,France,Sainte-Foy-Tarentaise,Régie des Remontées Mécaniques de Ste-Foy,"""+33479069515""",contact.saintefoy@loisirs-solutions.com,4,6.883265,45.590821,19c4e611-bc6e-4a9d-beac-c6c67f61a76c
Europe,EU,France,Crêt-Béni,Association Internationale des Portes du Soleil,"""+33450733254""",contact.lachapelle@loisirs-solutions.com,7,6.7829968,46.2920389,fe83558f-9e12-4525-8d30-3cfa5c9b94ee
Europe,EU,France,La Combe �E��E La Chapelle d'Abondance,Association Internationale des Portes du Soleil,"""+33450733254""",contact.lachapelle@loisirs-solutions.com,7,6.5631538,47.0224891,8d25cc8b-9da0-4155-9c27-69b10688a1b6
Europe,EU,France,Le Seignus,Val d'Allos Loisirs Développement,"""+33492838144""",contact.allos@loisirs-solutions.com,9,6.616449,44.2408238,a6c94eef-58e2-40c6-b5a0-4994f0bca5ae
,,USA,Sundance,Sundance Mountain Resort,"""+18662597468""",concierge@sundance-utah.com,5,-81.4107084,28.4283263,0029c1d4-48d8-4afa-a65f-198c94155855
Europe,EU,Spain,Boí Taüll,Boí-Taüll Resort,"""+34902406640""",comunicacio@boitaullresort.es,7,0.857975,42.5140516,6ebae77f-0182-4d85-97b6-6cffe33d8b80
Europe,EU,Italy,Capracotta,Comune di Capracotta,"""+390865949210""",comune@capracotta.com,2,14.2676779,41.8347889,5800c50c-a28e-4e7b-8ff2-99d3405f0bee
Europe,,Switzerland,Haut-de-Caux,Commune de Montreux,"""+41219627777""",commune@montreux.ch,1,6.947958,46.434371,45ab81d9-f1b9-4e72-b126-ecdef29ac65a
Europe,,Switzerland,La Sagne,Administration communale La Sagne,"""+41329315106""",commune.lasagne@ne.ch,1,6.7996172,47.0393833,60a48916-3c69-4d9e-9bd9-03b6e351dc4d
Europe,,Switzerland,Lent,Mairie de Lent,"""+33384518420""",commune.de.lent@wanadoo.fr,1,-94.6794586,38.883191,0b98d538-1588-477d-a8ba-c25a68460240
Europe,EU,Italy,Etna South,Funivia dell'Etna S.P.A,"""+39095914141""",commerciale@funiviaetna.com,5,14.9934349,37.751005,406ee070-da29-4c7b-bbf1-0e771611ff57
Europe,EU,Italy,Nicolosi,Funivia dell'Etna S.P.A,"""+39095914141""",commerciale@funiviaetna.com,5,15.0240927,37.6174952,b5f1d572-8b8d-4592-89ca-57d56de5f5e0
Europe,EU,France,Les Planards,Parc de loisirs de Chamonix,"""+33450530897""",commercial@chamonixparc.com,3,6.8790678,45.9241983,4e126d50-8e33-4ebe-86c5-523bd35a4107
,,USA,Beaver Creek,Beaver Creek Resort Information Center,"""+19707544636""",comments@vailresorts.com,16,-106.516515,39.604225,16e4551c-6769-454f-82ca-3d6b4c7a52e7
,,USA,Laurel Mountain,Laurel Mountain Ski Resort,"""+18885473388""",comments@laurelmountainski.com,2,-79.1851852,40.2107916,6120d6bc-d997-4ebd-a47c-0dd9abd22c06
,,USA,Seven Springs,Seven Springs Mountain Resort,"""+18004522223""",comments@7springs.com,10,-79.2977032,40.0229768,fbd46554-afe7-4b96-a981-92ffc57e3699
Europe,EU,France,La Combe Saint-Pierre (Charquemont),Woka Loisirs LA COMBE SAINT PIERRE,"""+33381686550""",combesaintpierre@woka.fr,3,6.8391542,47.2018438,426ac78e-288a-47b0-af4b-c64a21296730
Europe,EU,Italy,Colere,Colere Ski Area,"""+39034654192""",colere.cimabianca@scalve.it,5,10.0850681,45.9742604,6b9fc004-50c4-48cb-856a-e133a153ea00
Europe,EU,Germany,Rotterhang �E��E Schellerhau,Skilift am Rotterhang,"""+493505267933""",co.st.-rotter@t-online.de,1,13.685291,50.778855,0a625a36-ebb2-40c5-81c5-2aecd8ffc8be
North America,,Canada,Caledon Ski Club,Caledon Ski Club Limited,"""+15199275221""",cmehrotra@caledonskiclub.on.ca,6,-80.0124143,43.8017614,8ea52fc9-60d5-4267-b7e2-aef75621b389
South America,,Chile,Lagunillas,Ski Lagunillas - Club Andino,"""+56993344954""",clubandino@skilagunillas.cl,3,-70.2866801,-33.6050348,0dfea86b-5711-45ba-a0dd-2d88f621c9c3
Europe,EU,Italy,Pian Neiretto,Sciovie Pian Neiretto,"""+390119349183""",claudio.ruffino@pianneiretto.it,2,7.2258178,45.0314015,10eaa7aa-2b85-47f6-a0c1-dab7ebc95fec
Europe,,Switzerland,Cioss Prato �E��E Bedretto,Impianti Turistici Cioss Prato,"""+41918692188""",ciossprato@bedretto.ch,2,8.4826249,46.4897143,aa91a505-4500-4569-b1d6-8c6a71a3a7b7
Europe,EU,Poland,Cienków �E��E Malinka (WisŁEa),Kolej Linowa �E��ECieŁEków,"""+48801006001""",cienkow@nat.pl,5,18.9301765,49.6322494,d2bc4392-7130-45f1-9a83-a80394780bd0
Europe,EU,France,Le Grand Valtin (Ban-sur-Meurthe-Clefcy),Station du Grand Valtin,"""+33329609866""",christian.baradel2@orange.fr,1,6.988005,48.097562,b14cb028-f5cf-46f6-8c42-e78dd430f9a2
Europe,,Switzerland,Vögelinsegg �E��E Speicher,Genossenschaft Skilift Vögelinsegg,"""+41713443222""",ch.chapuis@skiliftvoegelinsegg.ch,1,9.4362538,47.4156769,357f1ebf-0aec-43e6-a99d-d528de325581
Europe,EU,Slovakia,āEertovica,STIV āEertovica s.r.o.,"""+421445291401""",certovica@certovica.sk,6,19.7358915,48.9054897,3f7bf3a4-810b-4396-8079-85455795211f
Europe,EU,Italy,Gran Sasso �E��E Campo Imperatore,Centro Turistico Gran Sasso spA,"""+390862606847""",centroturisticogransasso@pec.it,4,13.5654488,42.4690901,62e77563-8787-43e2-ab05-0c34d1d062cf
,,USA,Cazenovia,Cazenovia Ski Club,"""+13156558368""",cazenoviaskiclub@gmail.com,2,-75.8526915,42.9300668,fe232aa3-973f-43df-8dc7-8cbc72f77f32
,,USA,Silver Mountain,Silver Mountain Resort,"""+18663442675""",cathij@silvermt.com,6,-116.133171,47.540718,d06d5971-c81e-4ed3-8f10-e57b0ba131a6
Europe,EU,France,Albiez-Montrond,Albiez Domaine Skiable,"""+33479593181""",caisse.cheflieu@orange.fr,12,6.3364108,45.1801989,4a416f62-0e77-4023-9724-f9be4e1550f2
Europe,EU,Romania,Balea Lac,Cabana Balea Lac,"""+40745072602""",cabana_balealac@yahoo.com,1,24.6170796,45.6031928,a40fb611-a151-4f06-a16f-8138bfab4a0d
Europe,EU,Austria,Lanerköpfl �E��E Niederau,Wildschönauer Bergbahnen,"""+4353395353""",buero@schatzbergbahn.at,12,12.085452,47.4409549,ff9e83dc-b7c1-4728-b470-83247a3e6ae5
Europe,EU,Austria,Markbachjoch,Wildschönauer Bergbahnen,"""+4353395353""",buero@schatzbergbahn.at,12,12.0945675,47.4396398,e66e0457-4e7f-409b-b16f-51ec62753a6e
Europe,EU,Austria,Oberau (Wildschönau),Wildschönauer Bergbahnen,"""+4353395353""",buero@schatzbergbahn.at,2,12.028829,47.4272746,17bcc47a-c061-4dae-a6e3-2433a46b68f0
Europe,EU,Austria,Ski Juwel Alpbachtal Wildschönau,Alpbacher Bergbahn GmbH & Co. KG - Schatzberg OG,"""+4353365233""",buero@schatzbergbahn.at,45,11.94511,47.398192,db0e9ae2-cca2-417e-83b8-beedcacdb753
Europe,,Switzerland,Braunwald,Sportbahnen Braunwald AG,"""+41556536569""",buero.huettenberg@braunwald.ch,9,8.9981219,46.9393043,1d47c21e-4e40-49cb-bb77-aa3088a9b22d
Europe,EU,Germany,Buchberg,Buchbergstüberl,"""+4980418695""",buchbergstueberl@web.de,1,11.4396682,49.2390673,7fdaa234-7a09-4982-b26a-6634cf6e20bb
Europe,EU,Czech Republic,Šanov �E��E āEervená Voda,Ski areál Šanov,"""+420725704885""",bubakp@seznam.cz,3,16.7601888,50.0490074,64d03f27-ef14-4b06-837b-957b4aa5c02d
Europe,EU,France,Chastreix �E��E Puy de Sancy,Office de tourisme Massif du Sancy,"""+33473215200""",bt.chastreix@sancy.com,7,2.81393,45.528387,e4e7a412-9e1c-432f-b584-c1f9711d3553
Europe,EU,Germany,Bromberg Alm �E��E Böbing,Berggastätte Cafe` Bromberg Alm,"""+49886792045""",brombergalm@t-online.de,1,11.0420001,47.72766,0b8325b0-45dd-4631-bed6-024442b3542b
,,USA,Breckenridge,Breckenridge Guest Services,"""+18007897669""",breckinfo@vailresorts.com,23,-106.0383518,39.4816537,6f5e1e62-98b6-4dbb-b0e1-788fd8014744
Europe,EU,France,Bramans Val d'Arc,Office de Tourisme de Bramans,"""+33479050345""",bramans@hautemaurienne.com,1,6.7852955,45.2322614,fb9d4bd7-e302-4400-b562-cff23761e7c8
,,USA,Heiliger Huegel �E��E Hubertus,Heiliger Huegel Ski Club,"""+12626283202""",brad@hhskiclub.com,2,-88.3129969,43.253051,52724bf7-80fa-4156-a286-55cfb62c294a
North America,,Mexico,Bosques de Monterreal �E��E San Antonio de las Alazanas (dry slopes),Bosques de Monterreal,"""+528007127668""",bosques@monterreal.com,1,-100.4339215,25.2322012,60d5861a-5dcf-4bad-93cd-111e1613458b
,,USA,Boreal,Boreal Mountain Resort,"""+15304263666""",borealinfo@borealski.com,6,-120.3498347,39.3364539,5da9e6c2-28b8-4648-98ce-0a8cce22ca80
Europe,EU,United Kingdom,Pontypool Ski Centre (dry slopes),Pontypool Ski Centre,"""+441633627100""",bookings@torfaenleisuretrust.co.uk,1,-3.0293087,51.7021774,5b779461-90a2-41b4-9353-6563ee34e8a1
Europe,EU,United Kingdom,Bassingbourn Snowsports Centre (dry slopes),Bassingbourn Snowsports Centre,"""+448450728293""",bookings@skibass.org,1,-3.2117535,55.8874481,eda2f7ca-d2fb-465a-885d-c59d7ba4307a
Africa,,Lesotho,Afriski Mountain Resort,Afriski Reservations Office,"""+2668612374754""",bookings@afriski.net,2,28.727896,-28.823164,4f53ab80-5045-4196-b756-e71621a0e49b
Europe,EU,Slovenia,Ribnica na Pohorju �E��E Ribniško Pohorje,Ribniško Pohorje,"""+38628765300""",booking@ribnisko-pohorje.si,3,15.2674888,46.5350172,79d661a9-7bfb-490f-a3a5-a27fb2815d3f
Europe,EU,Slovenia,Ribniška koāEa �E��E Ribniško Pohorje,Ribniško Pohorje,"""+38628765300""",booking@ribnisko-pohorje.si,2,15.4096377,46.5097743,e729a464-e0bb-4aeb-9fe1-cd20a720d527
Europe,,Norway,Nordseter Skicenter,Nordseter Hyttegrend,"""+4799437000""",booking@nordseter.no,1,10.6191874,61.1827663,55ecf965-733d-4755-8620-8da90f5e8b18
Europe,,Norway,Målselv Fjellandsby,Målselv Fjellandsby,"""+4794140000""",booking@malselvfjellandsby.no,3,18.7240505,69.0790934,c730df06-ebde-49ad-93c2-c57c46bee2c0
Europe,,Norway,Geilolia-Kikut �E��E Geilo,Geilo Fjellandsby AS,"""+4732096000""",booking@geiloholiday.no,7,8.2014301,60.5236651,103752f3-8287-42ed-ab55-e015a139f6bd
Europe,,Norway,Dagali Fjellpark,Dagali Fjellpark,"""+4795792215""",booking@dagalifjellpark.no,2,8.424148,60.395651,0967f1f1-c17e-4d95-8db8-3c379712aa38
Europe,EU,Czech Republic,Ramzová-Bonera �E��E Šerák,"LyžaŁEské stŁEedisko Bonera, s.r.o.","""+420583230077""",bonera@bonera.cz,5,17.0650356,50.1920394,a4807038-d60d-46b3-96b0-8939703b4cd5
Europe,EU,Sweden,Högfjället (Sälen),Skistar AB Sälen,"""+46771840000""",bokning@salen.com,49,13.1119252,61.1512498,482a160c-837a-422d-9da8-c0c7ca8fd9e8
Europe,EU,Sweden,Hundfjället (Sälen),Skistar AB Sälen,"""+46771840000""",bokning@salen.com,39,12.9671878,61.1759707,642f74f4-1400-45e5-a37d-988d9d69c6f1
Europe,EU,Sweden,Lindvallen,Skistar AB Sälen,"""+46771840000""",bokning@salen.com,49,13.197564,61.1610099,53c19674-d665-425c-8828-d1f8145ba3ce
Europe,EU,Sweden,Tandådalen,Skistar AB Sälen,"""+46771840000""",bokning@salen.com,39,12.9988794,61.1753345,ff96f5fc-ec85-4924-897a-d312e7073932
Europe,EU,Sweden,Ramundberget,Ramundbergets Alpina AB,"""+46684668800""",bokning@ramundberget.se,9,12.3851855,62.7028538,601aaed9-efcc-4e0a-87e7-43961d24dacc
Europe,EU,Sweden,Tänndalen,Hamrafjällets Lift AB,"""+4668415500""",bokning@hamrafjallet.se,16,12.3325326,62.5436384,1763c338-a780-422b-8c6f-a04514a16e81
Europe,EU,Poland,Czorsztyn �E��E Kluszkowce,Firma CZORSZTYN-SKI Sp. z o.o.,"""+48182650222""",bok@czorsztynski.com,6,20.3099192,49.4540988,04dc2433-401b-4407-a5f5-58a99845b931
Europe,EU,Poland,Bania,OŁErodek Narciarski Bania Ski & Fun,"""+48182654163""",bok@bialkatatrzanska.pl,19,20.0999361,49.388382,d10b8c93-c045-4507-a9ba-0be9d8a7fa5b
Europe,EU,Poland,BiaŁEka TatrzaŁEska �E��E Kotelnica,OŁErodek Narciarski Bania Ski & Fun,"""+48182654163""",bok@bialkatatrzanska.pl,19,20.0993908,49.390144,51dc3d66-ad50-44af-be23-483d2347060b
Europe,EU,Poland,Kaniówka,OŁErodek Narciarski Bania Ski & Fun,"""+48182654163""",bok@bialkatatrzanska.pl,19,20.1139095,49.3687528,f3ceaf76-e6b3-4a8a-a288-7d1d0a049bbe
,,USA,Mt. Bohemia,Mount Bohemia Ski Resort,"""+12314205405""",bohemia@mtbohemia.com,2,-88.0221712,47.3885878,ac93e769-25d5-4e21-993f-530e42ca1caa
,,USA,Black Mountain �E��E Rumford,Black Mountain,"""+12073648977""",bmominfo@roadrunner.com,5,-70.613337,44.576957,95d4178d-c020-4c38-a2ec-1cf5cea54805
Europe,EU,Poland,Zloty Stok w Krzeszowie,"ZŁEoty Stok""Sp. z o.o.1","""+48158241456""",biuro@zlotystok.info,1,22.3341011,50.4057322,4ccaca8a-dc52-4c28-bdb6-3e73c985cdc9
Europe,EU,Poland,ZŁEoty GroŁE,Zloty Gron,"""+48510250210""",biuro@zlotygron.pl,1,18.9175103,49.5719543,31825d40-06d6-4453-9df9-32ef4aff62a0
Europe,EU,Poland,Klepki �E��E Malinka (WisŁEa),WyciāEgi Narciarskie Klepki WisŁEa Malinka,"""+48504102979""",biuro@wyciag-klepki.pl,3,18.9261402,49.6322318,c6dce86e-1103-4fbb-8067-faec648b8bad
Europe,EU,Poland,Witów,Witów-Ski sp. z o.o.,"""+48182071330""",biuro@witow-ski.pl,2,19.8265185,49.3210546,633101a4-68bc-4f05-91a2-b97a55861f72
Europe,EU,Poland,Szklarska PorāEba �E��E Szrenica,Sudety Lift sp. z o.o.,"""+48757173035""",biuro@sudetylift.com.pl,8,15.5131977,50.7919726,3f16901c-92b3-4add-ac4d-87bcd21431fd
Europe,EU,Poland,Bobliwo,Stok Bobliwo,"""+48603933038""",biuro@stokbobliwo.pl,2,23.0455878,50.905972,afd71081-5ab7-4c4c-a85f-33acf274db22
Europe,EU,Poland,Stary GroŁE �E��E Brenna,TOMEX sp. z o.o.,"""+48338536112""",biuro@starygron.pl,1,18.9174092,49.6820305,fc1cdc4f-8fd1-44ed-9f70-24683dcc2980
Europe,EU,Poland,BolesŁEawów,Stacja Narciarska Kamienica Sp. z o.o.,"""+48748143285""",biuro@snkamienica.pl,5,19.5795851,50.7663566,0e106e1a-b0f2-45d0-9689-4bdb970248ce
Europe,EU,Poland,Kamienica,Stacja Narciarska Kamienica Sp. z o.o.,"""+48748143285""",biuro@snkamienica.pl,5,19.1638197,50.6794453,539b91fe-13c9-422b-9762-0976b1821783
Europe,EU,Poland,SŁEotwiny,Kompleks narciarski SŁEotwiny,"""+48184712726""",biuro@slotwiny.pl,4,20.935624,49.439081,8521dbbb-b17c-4710-aeea-f4cd1c3caeb4
